company_id,type,rule_id,text,confidence_pct
INDIGO,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
INDIGO,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
INDIGO,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
INDIGO,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
INDIGO,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
INDIGO,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,80.89
INDIGO,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,75.06
INDUSINDBK,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
INDUSINDBK,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,95.0
INDUSINDBK,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,87.53
INDUSINDBK,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
INDUSINDBK,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,83.98
INDUSINDBK,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,76.52
INDUSINDBK,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,68.64
INDUSINDBK,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,67.09
INDUSINDBK,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,66.16
INFY,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,95.0
INFY,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
INFY,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
INFY,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,81.43
INFY,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,79.7
IOC,con,CON_FALLBACK,Moderate revenue growth warrants continued monitoring of future business momentum,65.0
IOC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,86.16
IOC,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,76.93
IOC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,65.99
IOC,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,65.17
IRCTC,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,95.0
IRCTC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
IRCTC,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,96.44
IRCTC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90.19
IRCTC,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
IRCTC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,84.62
IRCTC,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,81.04
IRCTC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,78.07
IRCTC,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71.9
IRFC,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
IRFC,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,79.88
IRFC,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,69.21
IRFC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
IRFC,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,76.93
IRFC,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,74.49
IRFC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,72.31
IRFC,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,70.74
IRFC,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,70.68
ITC,con,CON_FALLBACK,Moderate revenue growth warrants continued monitoring of future business momentum,65.0
ITC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
ITC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
ITC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,81.82
ITC,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,80.82
ITC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,73.44
ITC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,68.73
JINDALSTEL,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,90.18
JINDALSTEL,pro,PRO_FALLBACK,Positive return on equity indicates the company continues to generate returns for shareholders,65.0
JIOFIN,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,96.08
JIOFIN,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
JIOFIN,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
JIOFIN,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95.0
JIOFIN,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,72.63
JSWENERGY,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,70.81
JSWENERGY,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,67.24
JSWENERGY,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,95.6
JSWENERGY,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,92.37
JSWENERGY,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,76.93
JSWENERGY,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,65.56
JSWSTEEL,con,CON_FALLBACK,Even financially strong companies remain exposed to execution and market-cycle risks,61.0
JSWSTEEL,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,66.41
KOTAKBANK,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,96.8
KOTAKBANK,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,74.68
KOTAKBANK,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,71.15
KOTAKBANK,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
KOTAKBANK,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
KOTAKBANK,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,77.01
KOTAKBANK,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,75.14
KOTAKBANK,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,65.67
LICI,con,CON_FALLBACK,Moderate revenue growth warrants continued monitoring of future business momentum,65.0
LICI,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
LICI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
LICI,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
LICI,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
LICI,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,93.67
LICI,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,77.39
LODHA,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,100.0
LODHA,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,67.99
LODHA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,66.17
LT,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,95.0
LT,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,95.0
LT,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
LT,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
LTIM,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,95.0
LTIM,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,95.0
LTIM,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,100.0
LTIM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
LTIM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
LTIM,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,82.01
LTIM,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,73.36
LTIM,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,70.08
M&M,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,95.0
M&M,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81.59
M&M,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,67.74
MARUTI,con,CON_FALLBACK,Even financially strong companies remain exposed to execution and market-cycle risks,61.0
MARUTI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
MARUTI,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
MARUTI,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
MARUTI,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,67.62
MOTHERSON,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,95.0
MOTHERSON,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
MOTHERSON,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
MOTHERSON,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,66.26
NAUKRI,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,91.84
NAUKRI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
NAUKRI,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,69.94
NAUKRI,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,69.25
NESTLEIND,con,CON_FALLBACK,Even financially strong companies remain exposed to execution and market-cycle risks,61.0
NESTLEIND,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
NESTLEIND,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
NESTLEIND,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
NESTLEIND,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,77.95
NESTLEIND,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,66.02
NESTLEIND,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,65.53
NHPC,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,95.0
NHPC,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,92.48
NHPC,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,90.17
NHPC,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,76.39
NHPC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,99.87
NHPC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
NHPC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.26
NHPC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,69.35
NTPC,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,68.15
NTPC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,70.36
ONGC,con,CON_FALLBACK,Moderate revenue growth warrants continued monitoring of future business momentum,65.0
ONGC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
ONGC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,71.94
ONGC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,69.76
PFC,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
PFC,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,87.8
PFC,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,86.46
PFC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,81.36
PFC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,74.04
PFC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,73.47
PIDILITIND,con,CON_FALLBACK,Even financially strong companies remain exposed to execution and market-cycle risks,61.0
PIDILITIND,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
PIDILITIND,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
PIDILITIND,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,67.89
PNB,con,CON_FALLBACK,Even financially strong companies remain exposed to execution and market-cycle risks,61.0
PNB,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,83.67
PNB,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,82.37
PNB,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,75.2
PNB,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,67.1
POWERGRID,con,CON_FALLBACK,Moderate revenue growth warrants continued monitoring of future business momentum,65.0
POWERGRID,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
POWERGRID,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
POWERGRID,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,72.63
POWERGRID,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,71.44
RECLTD,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
RECLTD,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,95.0
RECLTD,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,67.45
RECLTD,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
RECLTD,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,76.24
RECLTD,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,75.9
RELIANCE,con,CON_FALLBACK,Moderate revenue growth warrants continued monitoring of future business momentum,65.0
RELIANCE,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,80.47
RELIANCE,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,73.88
SBILIFE,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,94.22
SBILIFE,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
SBILIFE,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95.0
SBILIFE,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,86.54
SBIN,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,91.46
SBIN,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
SBIN,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
SBIN,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
SHREECEM,con,CON_FALLBACK,Even financially strong companies remain exposed to execution and market-cycle risks,61.0
SHREECEM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,99.39
SHREECEM,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,73.4
SHREECEM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,66.69
SHRIRAMFIN,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
SHRIRAMFIN,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,95.0
SHRIRAMFIN,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,84.93
SHRIRAMFIN,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,84.21
SHRIRAMFIN,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
SHRIRAMFIN,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,73.64
SHRIRAMFIN,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,73.3
SHRIRAMFIN,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,71.11
SHRIRAMFIN,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,70.49
SIEMENS,con,CON_FALLBACK,Even financially strong companies remain exposed to execution and market-cycle risks,61.0
SIEMENS,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
SIEMENS,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
SIEMENS,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80.16
SIEMENS,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,76.83
SIEMENS,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,75.84
SUNPHARMA,con,CON_FALLBACK,Even financially strong companies remain exposed to execution and market-cycle risks,61.0
SUNPHARMA,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
SUNPHARMA,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,98.74
SUNPHARMA,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
SUNPHARMA,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,89.07
SUNPHARMA,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,78.16
SUNPHARMA,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,72.94
SUNPHARMA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,67.58
TATACONSUM,con,CON_FALLBACK,Even financially strong companies remain exposed to execution and market-cycle risks,61.0
TATACONSUM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
TATACONSUM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
TATACONSUM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,74.87
TATACONSUM,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,67.8
TATACONSUM,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,67.24
TATAMOTORS,con,CON_FALLBACK,Moderate revenue growth warrants continued monitoring of future business momentum,65.0
TATAMOTORS,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
TATAMOTORS,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
TATAMOTORS,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,76.55
TATAPOWER,con,CON_FALLBACK,Even financially strong companies remain exposed to execution and market-cycle risks,61.0
TATAPOWER,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,66.19
TATASTEEL,con,CON_04,Company reported a net loss in the most recent financial year,100.0
TATASTEEL,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,95.0
TATASTEEL,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,95.0
TATASTEEL,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,95.0
TATASTEEL,con,CON_05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,90.0
TATASTEEL,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
TCS,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,95.0
TCS,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
TCS,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
TCS,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
TCS,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
TCS,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,67.37
TECHM,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,95.0
TECHM,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,95.0
TECHM,con,CON_07,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",82.5
TECHM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
TECHM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,78.51
TITAN,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,95.0
TITAN,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
TITAN,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,78.76
TITAN,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,75.51
TITAN,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,72.7
TITAN,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,71.35
TITAN,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,65.48
TORNTPHARM,con,CON_FALLBACK,Moderate revenue growth warrants continued monitoring of future business momentum,65.0
TORNTPHARM,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
TORNTPHARM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
TORNTPHARM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
TORNTPHARM,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
TORNTPHARM,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,83.54
TORNTPHARM,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,73.95
TRENT,con,CON_FALLBACK,Even financially strong companies remain exposed to execution and market-cycle risks,61.0
TRENT,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,100.0
TRENT,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
TRENT,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
TRENT,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
TRENT,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
TRENT,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,75.22
TVSMOTOR,con,CON_01,Debt-to-equity ratio of 3.83 is elevated for a non-financial company and warrants monitoring,97.09
TVSMOTOR,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,95.0
TVSMOTOR,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,74.83
TVSMOTOR,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
TVSMOTOR,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,74.65
TVSMOTOR,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,74.58
